25	17	84
31	-1	-1	-1	-1	-1	-1	-1	-1	-1	79&39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	11	19	40	36&24&31	59	47&19&17	14	25&83&74	63	37&19&34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	23	37&50	67&27	31	19&21&81	51	28&67&59	49	45&51&33	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	45	9	67	83	38	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	68	41	83	22	64	67&14	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	67	80	58	26	50	38	2&28	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	77	-1	-1	-1	3	20	18	59	6&58	-1	-1	-1	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	26	-1	-1	14	5	-1	50	-1	81&57	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	17	-1	-1	-1	16	-1	79	-1	65	-1	-1	-1	-1	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	
-1	51	-1	-1	-1	-1	80	-1	70	81	8	-1	-1	-1	-1	-1	-1	77	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	2	-1	-1	48	75	28&76	-1	-1	-1	-1	-1	-1	-1	33	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	53	-1	3	-1	49	-1	49	-1	-1	-1	-1	-1	-1	-1	-1	32	-1	-1	-1	-1	-1	
-1	-1	-1	-1	21	82	-1	-1	27	-1	43&8	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	-1	-1	-1	
-1	32	-1	-1	-1	11	-1	-1	18	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	
-1	-1	26	-1	-1	-1	63	-1	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	
-1	49	-1	-1	-1	-1	39	-1	9	-1	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	61	-1	
-1	34	20	-1	44	-1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	

