25	17	84
31	-1	-1	-1	-1	-1	-1	-1	-1	-1	54&32	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	77	82	78	30&11&13	51	3&21&75	75	15&19&5	15	17&18&57	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	42	15&23	33&54	15	66&46&39	41	52&82&36	71	70&9&5	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	7	66	64	43	10	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	77	19	3	77	30	56&48	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	54	59	47	25	83	38	32&46	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	75	-1	-1	-1	67	23	25	13	26&69	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	72	-1	-1	18	68	-1	28	-1	48&57	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	3	-1	-1	-1	6	-1	71	-1	36	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	58	-1	-1	-1	-1	42	-1	55	9	77	-1	-1	-1	-1	-1	-1	76	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	50	-1	-1	2	6	20&52	-1	-1	-1	-1	-1	-1	-1	29	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	12	-1	33	-1	0	-1	77	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	
-1	-1	-1	-1	2	65	-1	-1	56	-1	40&53	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	-1	-1	-1	
-1	71	-1	-1	-1	60	-1	-1	55	-1	63	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	
-1	-1	83	-1	-1	-1	72	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	
-1	37	-1	-1	-1	-1	0	-1	35	-1	59	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58	-1	
-1	21	54	-1	55	-1	-1	-1	-1	-1	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	

