25	17	84
38	-1	-1	-1	-1	-1	-1	-1	-1	-1	75&0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	1	35	37	49&61&42	36	57&61&71	29	41&36&5	77	57&65&25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	55	66&41	79&52	30	43&58&23	70	34&1&56	82	9&32&69	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	27	10	10	54	66	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	4	34	3	49	8	49&36	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	65	2	46	57	53	0	76&2	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	48	-1	-1	-1	4	26	27	11	5&58	-1	-1	-1	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	69	-1	-1	49	55	-1	46	-1	72&58	-1	-1	-1	-1	59	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	75	-1	-1	-1	12	-1	25	-1	80	-1	-1	-1	-1	-1	44	-1	-1	-1	-1	-1	-1	-1	-1	
-1	59	-1	-1	-1	-1	67	-1	34	8	77	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	83	-1	-1	16	46	18&53	-1	-1	-1	-1	-1	-1	-1	66	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	27	-1	45	-1	0	-1	77	-1	-1	-1	-1	-1	-1	-1	-1	17	-1	-1	-1	-1	-1	
-1	-1	-1	-1	62	70	-1	-1	73	-1	30&23	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	-1	-1	-1	-1	
-1	23	-1	-1	-1	68	-1	-1	64	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	
-1	-1	7	-1	-1	-1	65	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	-1	-1	
-1	35	-1	-1	-1	-1	51	-1	28	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	
-1	4	82	-1	15	-1	-1	-1	-1	-1	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	

